Acceleration,Velocity,Orientation,Obstacle,GPS
,,,"[True, True, True]",
"[0.012402181, -0.0265674, 0.020934105]","[8.16037, -3.144402, -0.33928224]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.004719306, -0.023204505, 0.027750015]","[8.15082, -3.1650217, -0.33655116]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.02976961, -0.03755051, -0.027051926]","[8.14322, -3.1816146, -0.3433134]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,,"[5.262731368725392e-06, -3.401032814838627e-05]"
"[0.16543107, 0.24422812, -0.17355919]","[8.12201, -3.2271903, -0.33332077]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.048762273, -0.033037424, -0.1267147]","[8.167175, -3.1297824, -0.34223655]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.10641186, 0.1776712, -0.3585186]","[8.12915, -3.2112238, -0.31804287]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.0006967932, 0.01658988, 0.03699398]","[8.09921, -3.2767072, -0.34036368]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.02778464, 0.16484588, -0.032273293]","[8.123474, -3.2245312, -0.34877542]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,"[True, True, True]",
"[0.03128035, 0.07299775, 0.030046463]","[8.10541, -3.2632914, -0.33975005]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.006721813, -0.06681895, -0.11210632]","[8.14679, -3.1733322, -0.325331]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.03325219, -0.07752016, 0.027628899]","[8.1434, -3.1805604, -0.32206285]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.01479781, -0.08009255, -0.025940895]","[8.16443, -3.1352506, -0.32553232]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.011261538, -0.028499484, -0.02930355]","[8.14697, -3.1725237, -0.31155622]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.002237007, 0.008316338, 0.017086983]","[8.16376, -3.1365547, -0.32286862]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.013034582, -0.013783157, 0.022047997]","[8.17392, -3.1147838, -0.3286438]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,"[True, True, True]",
,,,,"[5.262731368723879e-06, -3.4010328148463393e-05]"
,,,"[True, True, True]",
"[-0.043244064, -0.029595017, 0.0043058395]","[8.18982, -3.0800867, -0.3185183]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.01385612, -0.10852334, 0.013464928]","[8.20358, -3.050157, -0.31213447]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.016859317, 0.011650205, 0.008022308]","[8.14697, -3.1715534, -0.2812426]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.023432381, -0.02233553, 0.02020073]","[8.1532, -3.1575506, -0.26445287]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.026287658, 0.028752983, 0.029644012]","[8.10162, -3.2682052, -0.23904021]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.008840229, -0.057853997, 0.030646324]","[8.09921, -3.272986, -0.2275411]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.014137361, 0.009468079, 0.011015892]","[8.06174, -3.3533378, -0.20842238]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.08888097, -0.46613064, 0.5254946]","[8.0965, -3.277571, -0.18761997]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.06937099, -0.021982849, -0.101732254]","[8.07648, -3.3206408, -0.1838753]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.0028010178, -0.04106605, 0.0077762604]","[8.039825, -3.399335, -0.16818522]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.0073352735, -0.007860303, -0.018968582]","[8.03961, -3.4002626, -0.18142988]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.055380788, -0.20897457, 0.21987152]","[8.02832, -3.4260066, -0.2221147]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.03234973, -0.0070763826, -0.06359863]","[8.03827, -3.4044044, -0.21929093]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,,"[5.263791369398189e-06, -3.4010327019841654e-05]"
"[-0.037893876, -0.021284819, 0.0015163422]","[7.988556, -3.5109704, -0.19376719]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.018897647, -0.055976987, -0.018141747]","[7.99939, -3.4885747, -0.22227445]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.03906163, -0.0055332184, 0.02616787]","[7.986755, -3.515595, -0.21504472]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.027856488, 0.012066543, 0.009090424]","[7.98331, -3.523472, -0.22710288]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.033934712, -0.00844866, -0.01312542]","[7.98001, -3.530618, -0.22724324]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.012033872, 0.038542807, -0.030638695]","[7.97217, -3.5474977, -0.22409715]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.005532354, 0.016453803, -0.027679443]","[7.956116, -3.582299, -0.22753866]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.055281155, -0.046443403, -0.001909256]","[7.96567, -3.5615828, -0.22612563]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.017452404, 0.006803155, -0.0675869]","[7.971375, -3.5493174, -0.22778964]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.014194559, 0.023022652, 0.041876793]","[7.9155, -3.6699388, -0.22254741]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.035581537, -0.014588058, -0.030982018]","[7.90372, -3.6948898, -0.20873041]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.01571786, -0.03499472, 0.02319336]","[7.8927, -3.7189906, -0.21716799]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.022307398, 0.008009374, -0.046212196]","[7.89386, -3.716425, -0.21452948]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.015868433, 0.0043359995, -0.019231796]","[7.88983, -3.7250755, -0.21355106]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,,"[5.281365542847224e-06, -3.401029359565099e-05]"
"[0.014566783, -0.005458832, -0.0008010864]","[7.88922, -3.7262878, -0.21094981]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.051755525, -0.0053067803, -0.0032787323]","[7.88873, -3.7272816, -0.2070065]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.010009248, 0.017885804, -0.012583733]","[7.888, -3.728768, -0.20571934]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.013434947, -0.026992857, -0.019266129]","[7.888306, -3.7280257, -0.20328747]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.016259776, 0.031436443, -0.010149002]","[7.885925, -3.7332695, -0.20658207]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.0052771904, 0.009949446, -0.03901291]","[7.88541, -3.7343807, -0.20620865]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.004522441, 0.020956933, -0.02519989]","[7.88284, -3.7399955, -0.20714559]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.008329056, -0.019766271, 0.010186195]","[7.88202, -3.7416093, -0.2018198]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.008879498, -0.008176148, 0.036133766]","[7.879974, -3.7461085, -0.20542413]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.04221896, -0.024695098, 0.027692795]","[7.88922, -3.7261345, -0.20584218]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0052410625, 0.02189833, 0.006808281]","[7.86618, -3.7756526, -0.1972632]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.0057629533, -0.014739692, 0.024968147]","[7.870026, -3.7674842, -0.20212471]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.029722653, 0.0034869313, -0.040114403]","[7.86194, -3.784934, -0.20114906]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,,"[5.320314849440437e-06, -3.401028461186723e-05]"
"[0.012582179, -0.008251011, -0.0076761246]","[7.85477, -3.8003561, -0.19848996]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.022263128, -0.0012824535, -0.02212143]","[7.86148, -3.785883, -0.20018409]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.0043657273, -0.0033401847, 0.036403656]","[7.85507, -3.7996018, -0.19628339]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.028720383, 0.008110166, -0.0263443]","[7.86066, -3.7879643, -0.20717803]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.01348963, -0.004586339, 0.023682594]","[7.85846, -3.7925794, -0.20392588]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.005799733, -0.0029316545, 0.04506111]","[7.85632, -3.797168, -0.20281711]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.017286995, 0.0028950572, -0.024161339]","[7.85272, -3.8047616, -0.19882637]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.008846652, -0.022819042, -0.035964966]","[7.85382, -3.8026204, -0.2048263]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.019936275, 0.009839058, 0.0066633224]","[7.852325, -3.8058228, -0.20321691]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,"[True, True, True]",
"[-0.012796279, 0.019735098, -0.00011539459]","[7.85333, -3.8036191, -0.20299943]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0091013275, -0.0051710606, -0.012414932]","[7.856995, -3.795873, -0.2063397]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.01989214, -0.023411572, 0.015895844]","[7.85858, -3.7921739, -0.19986477]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
,,,"[True, True, True]",
,,,,"[5.38253035614357e-06, -3.401027542227644e-05]"
"[-0.025283571, -0.013810098, -0.021925926]","[7.85922, -3.7907383, -0.19936307]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.0041855555, -0.03128028, -0.009759903]","[7.86322, -3.7823484, -0.20538862]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.022731103, -0.004361868, -0.0075063705]","[7.85913, -3.7911267, -0.20293677]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.008176122, 0.019952297, -0.004419327]","[7.84708, -3.8166223, -0.18866938]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.043110095, 0.006795585, 0.0028181076]","[7.85037, -3.8098438, -0.19733526]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.040407497, 0.024041772, -0.041867256]","[7.85193, -3.8063533, -0.19476706]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.0030015707, -0.02136761, -0.043416023]","[7.85126, -3.8076994, -0.19089518]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.02197313, -0.021250486, 0.018400192]","[7.85739, -3.7944338, -0.19081001]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.01589187, -0.00041019917, -0.0034370422]","[7.85611, -3.7971532, -0.19059528]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[-0.019619092, 0.01689899, -0.013144493]","[7.858185, -3.792725, -0.19217372]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.0133397095, -0.044292033, 0.040276527]","[7.86102, -3.7864408, -0.18690184]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.021340676, -0.0056904554, -0.03391266]","[7.856384, -3.7967715, -0.19497497]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.013003541, -0.040489614, 0.019749641]","[7.83728, -3.8377728, -0.18776545]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, True]",
"[0.014057869, 0.002518475, -0.011425018]","[7.84549, -3.8202302, -0.19345225]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.006161824, -0.0078070164, 0.039064407]","[7.83618, -3.8400896, -0.18622158]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.467762496072412e-06, -3.400945681968357e-05]"
,,,"[True, True, False]",
"[0.018487087, -0.0033393502, -0.053551674]","[7.83533, -3.842092, -0.19093339]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.007876512, -0.017839432, 0.0039253235]","[7.83429, -3.8443544, -0.191102]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.004053943, -0.011634052, 0.015276909]","[7.83203, -3.8490062, -0.18495074]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0016084798, -0.0027827024, 0.008325577]","[7.829956, -3.8535557, -0.18504445]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.015297046, 0.04107189, -0.0085401535]","[7.83359, -3.845733, -0.18638466]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.031677645, -0.029743552, -0.009159088]","[7.834045, -3.8446405, -0.18522078]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.020698898, -0.008360803, 0.0002670288]","[7.835205, -3.8418171, -0.17538778]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.012745073, 3.6239624e-05, 0.026509285]","[7.838135, -3.8358662, -0.1856502]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0025174841, 0.016298175, -0.027863503]","[7.8367, -3.839284, -0.19424027]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.01659741, 0.0026357174, -0.0068588257]","[7.8392, -3.8338826, -0.19470665]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.021088798, 0.00051772594, -0.017400742]","[7.83978, -3.8325484, -0.19285525]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.009767275, -0.010990977, -0.0029478073]","[7.84082, -3.830435, -0.19649683]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.503227217597087e-06, -3.400780566536233e-05]"
,,,"[True, True, False]",
"[0.023557, 0.028739572, 0.01845932]","[7.83823, -3.8359222, -0.19257925]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.0059136003, -0.00890553, -0.04164791]","[7.83984, -3.8321896, -0.18735158]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.017098732, 0.011160135, 0.029348373]","[7.84332, -3.8248599, -0.19149175]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0009143092, -0.013210297, 0.023310661]","[7.84152, -3.8290586, -0.2003307]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.016554246, -0.061055183, -0.030303955]","[7.852875, -3.8036978, -0.17876662]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.03812863, 0.032059312, -0.006401062]","[7.84891, -3.8123355, -0.18021016]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.032628257, -0.00029224157, -0.0003414154]","[7.83063, -3.852561, -0.19775015]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.020181093, 0.015070617, -0.0046215057]","[7.84094, -3.8299043, -0.18759917]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0010756459, -0.016418695, 0.023924828]","[7.832275, -3.848561, -0.18592724]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.019795574, -0.0019478202, 0.024233818]","[7.832794, -3.8473902, -0.18548094]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.04259839, 0.028573513, 0.00080394745]","[7.82501, -3.8640847, -0.18201588]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0018283371, 0.0066866875, -0.029625893]","[7.82385, -3.866665, -0.18375354]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.008883908, -0.0021557808, -0.018855095]","[7.82507, -3.8640366, -0.18391533]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.010665346, 0.015316308, 0.045259476]","[7.82086, -3.8732688, -0.18740387]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.038897686, -0.016765654, -0.00467968]","[7.82434, -3.8656514, -0.18607669]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.50322276094378e-06, -3.400408944103746e-05]"
,,,"[True, True, False]",
"[-0.02357111, 0.026619554, 0.014262199]","[7.81976, -3.8754127, -0.18159114]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.0048290957, -0.0032095313, 0.0061426163]","[7.81589, -3.8837898, -0.18029295]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.0024289489, 0.024635851, 0.035102844]","[7.82065, -3.873478, -0.1804968]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.018935494, -0.012839377, -0.002667427]","[7.8219, -3.8707097, -0.18010087]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.0029508471, 0.0016502738, -0.019454956]","[7.82254, -3.869545, -0.18486899]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.002645297, -0.015104115, 0.0028438568]","[7.822266, -3.8700504, -0.18182594]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.016704818, -0.014342785, 0.008425713]","[7.81763, -3.8799381, -0.17973524]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.01562573, -0.024910092, 0.008883476]","[7.8212, -3.8720317, -0.17450927]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.007088894, 0.000613451, -0.033304214]","[7.81952, -3.8758712, -0.17935315]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.021578314, -0.0022959113, 0.032538414]","[7.82471, -3.8646567, -0.17960526]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.030177314, -0.012986958, -0.0023126602]","[7.83475, -3.8422434, -0.16085435]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.043469034, 0.04984224, 0.007516861]","[7.82483, -3.864271, -0.17623366]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[-0.027164187, -0.031214058, 0.04495144]","[7.82379, -3.8669765, -0.18841922]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.503828960268429e-06, -3.400277656564134e-05]"
"[-0.012868941, -0.008550286, -0.01288414]","[7.83441, -3.8439877, -0.18869907]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.028001912, -0.01024121, -0.013034821]","[7.829285, -3.8548896, -0.18315141]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0016937219, 0.0034434795, -0.003203392]","[7.834656, -3.8433697, -0.18513027]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.002145145, -0.014745593, 0.0099515915]","[7.83533, -3.841785, -0.18196058]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.030339792, 0.031963766, 0.0008172989]","[7.83392, -3.8448613, -0.18339494]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[6.763451e-05, -0.0032678843, -0.02989006]","[7.83511, -3.8422422, -0.18148759]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.009414576, 0.01180768, 0.011842728]","[7.825195, -3.8636441, -0.18051857]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.020296901, -0.0040978193, 0.013620377]","[7.8201, -3.8744419, -0.17461982]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.018047933, -0.00500679, 0.0016717911]","[7.8176, -3.8798134, -0.17445631]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.0010923725, 0.016332924, -0.00046157837]","[7.8176, -3.8798454, -0.17452441]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0013344344, -0.00599128, -0.0113248825]","[7.81482, -3.8858354, -0.17291953]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.02241951, -0.0051370263, -0.0020189285]","[7.81708, -3.8810124, -0.17521979]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.003189925, 0.012966275, -0.016824722]","[7.8147, -3.8861446, -0.17589878]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.014747057, 0.0066755414, 0.004073143]","[7.81714, -3.8809857, -0.17747399]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.021005735, -0.0028588176, 0.006655693]","[7.81702, -3.8812592, -0.17821123]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.006833086, 0.011954188, 0.0026445389]","[7.81857, -3.8779235, -0.17907248]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.507641487193405e-06, -3.4002771501927065e-05]"
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.020564407, -0.01457423, -0.013400078]","[7.810486, -3.8952475, -0.17562601]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0072701797, -0.0064564943, -0.00365448]","[7.813385, -3.889151, -0.17963237]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.021574393, -0.002541542, 0.015986443]","[7.811005, -3.8943775, -0.18133095]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.03828904, 0.04284662, 0.019486427]","[7.811676, -3.8929787, -0.1827546]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.017824905, -0.01985544, -0.035643578]","[7.81607, -3.8836305, -0.18724355]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0072147157, -0.017896056, 0.010621071]","[7.81473, -3.8862526, -0.17963791]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.004767036, -0.015568674, 0.01966095]","[7.81497, -3.8857462, -0.18093821]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0054409932, -0.016914606, 0.00092220306]","[7.81729, -3.8803427, -0.17040686]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.022339487, -0.020791054, -0.047402382]","[7.81293, -3.8898473, -0.1726269]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.015287075, 0.021898031, 0.0045633316]","[7.81946, -3.8757308, -0.17243607]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.00049218535, -0.0012817979, -0.005411148]","[7.82831, -3.8567836, -0.17726761]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.012701154, 0.0014272332, -0.016156197]","[7.82175, -3.8708978, -0.17592226]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.514787554179622e-06, -3.400276822867466e-05]"
"[0.011868266, -0.019868612, 0.019714355]","[7.829254, -3.8548539, -0.18043086]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.020535309, 0.03716296, 0.027219772]","[7.829346, -3.8548853, -0.18516909]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.0066813957, 0.0037119389, 0.019134521]","[7.83539, -3.8415482, -0.17809191]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0215789, -0.019126058, 0.007270813]","[7.83096, -3.8511326, -0.17957622]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.03116473, -0.020435154, -0.0072345734]","[7.83426, -3.8440838, -0.18213713]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
